,摄影师,标题,简介,相机,镜头,照片数据,流量,赞数,评论数,光圈,ISO,快门速度,快门速度(毫秒)
1206,手抖得不要不要的,SD新吉翁皮卡丘号,GUNPLA高达摄影静物美学模型手工动漫皮卡丘玩具,Canon EOS 600D,Canon EF-S 18-55mm f/3.5-5.6 IS II,"f/5.6, 1/30s, ISO100",1087.0,23.0,4.0,5.6,100,1/30s,33.333333333333336
1208,良月独立摄影,,写真人像摄影糖水人像小组汉服人像写真美女色彩尼康艺术,Nikon D700,AF-S Nikkor 85mm f/1.8G,"f/5.0, 1/400s, ISO200",812.0,16.0,0.0,5.0,200,1/400s,2.5
1217,absinthe艾酒,星之守护者索拉卡 合成,Cosplay摄影集中地幻想特效二次元人像想象力艺术合成Cosplay日系少女尼康,Nikon D750,AF-S Nikkor 28mm f/1.8G,"f/4.0, 1/200s, ISO100",1237.0,18.0,1.0,4.0,100,1/200s,5.0
1220,忆年ღ,💙,人像写真精选拍女友才是正经事写真人像摄影女孩抓拍时尚旅行手机,,,"f/2.4, 1/122s, ISO20",1343.0,25.0,1.0,2.4,20,1/122s,8.19672131147541
1221,摄影师-Q,艺术照｜我们本就不同。,唯美人像摄影人像写真摄影约拍人像摄影集婚礼与写真东欧系人像人像写真精选写真人像摄影高颜值女神聚集地有温度的人像分享神仙颜值写真艺术照人像色彩性感的,Canon EOS 5D Mark III,Canon EF 70-200mm f/2.8L IS II USM,"f/5.6, 1/125s, ISO400",1006.0,21.0,0.0,5.6,400,1/125s,8.0
1222,javed_H,等待夏日,人像写真精选街道长凳少女,Canon EOS 5D Mark IV,Canon EF 24-105mm f/4L IS II USM,"f/4.0, 1/320s, ISO100",1153.0,28.0,6.0,4.0,100,1/320s,3.125
1237,ono三姑娘,,人像少女汉服汉服摄影,Canon EOS 6D Mark II,Canon EF 50mm f/1.8 STM,"f/1.8, 1/125s, ISO100",743.0,14.0,1.0,1.8,100,1/125s,8.0
1239,KatrinaZ,光敛入芒，星河翻转遇见你。,暖色调人像时尚杂志摄影圈子人像写真精选写真人像摄影高颜值女神聚集地拍女友才是正经事有温度的人像分享神仙颜值唯美人像摄影人像爱好者面纱时尚人像黑白色彩,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/14.0, 1/125s, ISO100",3444.0,100.0,5.0,14.0,100,1/125s,8.0
1241,无声雀,左右的闪光灯老是不能同步，遮光板也不够，遗憾。,人像少女美女光写真肖像在室内表情黑白拍女友才是正经事,Canon EOS 5D Mark IV,Canon EF 85mm f/1.8 USM,"f/11.0, 1/125s, ISO100",2041.0,47.0,1.0,11.0,100,1/125s,8.0
1244,pick颖颖,🎀这世界全部的漂亮，不如你的可爱模样,南宁摄影人夏天蓝色绿色人像旅行女孩时尚JK日常色彩抓拍肖像,Canon EOS 750D,Canon EF-S 18-135mm f/3.5-5.6 IS STM,"f/7.1, 1/200s, ISO100",1369.0,23.0,4.0,7.1,100,1/200s,5.0
1245,草莓渣渣Meto,今天是蓝色,人像写真精选分享神仙颜值长沙摄影小站人像写真馆写真人像摄影高颜值女神聚集地时尚女孩人像长沙长沙约拍浙江约拍,Canon EOS 5D Mark IV,Canon EF 50mm f/1.8 STM,"f/2.8, 1/60s, ISO500",1081.0,24.0,0.0,2.8,500,1/60s,16.666666666666668
1246,安之若素ty,你什么情况下会想念一个人到会疼到难以呼吸的程度？一是爱而不得，二是心有不干，三是悔不当初。,胶片人像摄影服装时尚时髦表情,Canon EOS 5D Mark II,Canon EF 24-70mm f/2.8L USM,"f/8.0, 1/125s, ISO100",1096.0,23.0,1.0,8.0,100,1/125s,8.0
1254,伊周YIZHOU摄影,摄影虽然作为旁观者其实也是会影响到模特的表现的  这也是符合量子纠缠理论的宏观表述的,东欧系人像日系集上海人像圈子梦摄记摄影圈好色之图拿起手机人人都是摄影师我用手机修照片我们都爱日系摄影华中科技大学摄影圈人像写真馆身材性感茶时尚抓拍,Canon EOS 6D,Canon EF 24-70mm f/2.8L USM,"f/2.8, 1/50s, ISO2500",1892.0,44.0,4.0,2.8,2500,1/50s,20.0
1257,再再再也不上头了,"校园日常
出镜：果果
摄于2018年9月10日
我之前的调色真的好差啊",人像少女深圳日常糖水色彩佳能,Canon EOS 70D,Canon EF 50mm f/1.8 STM,"f/1.8, 1/2500s, ISO200",1127.0,21.0,1.0,1.8,200,1/2500s,0.4
1263,深受动植物喜爱的人参,"晨曦暖暖 蓝

拍摄周期短加上拍摄时暴雨，人，灯和相机都湿了，条件紧迫，感谢麻豆的配合及店家理解",洛丽塔风尚图虫开屏等你来占糖水人像小组福建摄影圈人像爱好者拍女友才是正经事我要上“首页推荐位”Cosplay摄影集中地写真人像摄影唯美人像摄影少女女孩可爱人像洛丽塔佳能摄影种草姬小仙子仙女lolita连衣裙,Canon EOS M50,,"f/1.2, 1/60s, ISO160",2358.0,46.0,10.0,1.2,160,1/60s,16.666666666666668
1264,酷炸的曲奇,"《年少无知》
假如我年少有为不自卑，如今落得秃头少年。",人像爱好者广州摄影圈人像男生写真日系,Nikon D7100,AF-S DX Nikkor 35mm f/1.8G,"f/3.2, 1/1250s, ISO100",607.0,19.0,0.0,3.2,100,1/1250s,0.8
1267,Zn256,游客照,中国手机摄影男性时尚,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L USM,"f/2.8, 1/200s, ISO320",1389.0,24.0,1.0,2.8,320,1/200s,5.0
1269,Uta由他,出镜：明珠,人像写真精选美女私房女人人像港风,Nikon D850,24-70mm f/2.8,"f/2.8, 1/250s, ISO64",2672.0,69.0,12.0,2.8,64,1/250s,4.0
1273,丶心五口,"#少女写真#
🏷️🍃",写真人像摄影人像女孩抓拍胶片写真少女,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/5.6, 1/250s, ISO320",758.0,18.0,0.0,5.6,320,1/250s,4.0
1276,GD古董先生,"#桂林写真##私房##情绪写真#
在岁月的痕迹里
沉淀出好看的样子 ​
窗纱外小鹿给我送枝花
梳化上下凡天使共我喝着茶 #写真馆[影视",胶片人像摄影皮肤性感的女孩爱时尚睡觉,Canon EOS 5D Mark III,Canon EF 50mm f/1.4 USM,"f/2.0, 1/200s, ISO250",1105.0,23.0,1.0,2.0,250,1/200s,5.0
1277,兔子映画,,人像写真精选胶片人像摄影糖水人像小组文艺私房圈子暖色调人像高颜值女神聚集地对短发姑娘没有任何抵抗力！我要上开屏我要上“首页推荐位”分享神仙颜值人像摄影写真美女光影色彩情绪,Canon EOS 6D,35mm,"f/1.4, 1/50s, ISO3200",1289.0,33.0,2.0,1.4,3200,1/50s,20.0
1278,摄影师李勇,儿童摄影,暖色调人像人像写真精选写真人像摄影胶片人像摄影有温度的人像分享神仙颜值拍女友才是正经事胶片集美女人像群糖水人像小组儿童人乐趣滑稽时尚年轻复古肖像色彩人像胶片纪实垂直男性,Nikon D810,AF-S Zoom-Nikkor 24-70mm f/2.8G ED,"f/2.8, 1/160s, ISO100",959.0,25.0,1.0,2.8,100,1/160s,6.25
1279,晓荷639,如果让你问这个小姐姐一个问题，你会问什么呢？,拍女友才是正经事对短发姑娘没有任何抵抗力！人像写真精选分享神仙颜值街拍美女小姐姐街道肖像城市女人人像时尚,Canon EOS 5D Mark III,Canon EF 85mm f/1.4L IS USM,"f/2.0, 1/320s, ISO100",4473.0,90.0,2.0,2.0,100,1/320s,3.125
1281,Stevon_SeyMour,邻居家的花圃还挺好看的。｜得宠春光还带羞，最美犹在向阴处。｜,带我看看，你的城市一起去拍城市天际线花风光日系植物日本日系小清新晨曦春日,SONY ILCE-7RM3,FE 24-70mm F2.8 GM,"f/3.5, 1/13s, ISO100",1196.0,25.0,2.0,3.5,100,1/13s,76.92307692307692
1288,即食蓝莓,天台小姐姐和上个圈是同一个人哦,肖像时尚女人女孩光可爱帽子田园风,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/3.5, 1/5000s, ISO1000",1065.0,22.0,2.0,3.5,1000,1/5000s,0.2
1289,一只拾七,"纸 醉 金 迷
世间千百态——物质世界",人像写真精选人像爱好者暖色调人像无创意，不摄影人像胶片写真创意复古,Canon EOS RP,,"f/4.0, 1/60s, ISO6400",1021.0,17.0,0.0,4.0,6400,1/60s,16.666666666666668
1290,Uta由他,龙归采风活动之合集,人像写真精选美女古风汉服,Nikon D850,AF-S Nikkor 24-70mm f/2.8E ED VR,"f/2.8, 1/1000s, ISO100",1124.0,30.0,2.0,2.8,100,1/1000s,1.0
1293,邱晧一,炽烈红装古风,Cosplay摄影集中地电影连衣裙时尚服装色彩人像古风汉服,SONY ILCE-7M2,,"f/4.0, 1/90s, ISO2500",799.0,17.0,0.0,4.0,2500,1/90s,11.11111111111111
1294,Martin_Yang,春季等你花开。,高颜值女神聚集地小清新森系约拍人像美丽女孩人女人微笑旅行漂亮的美女,Canon EOS 6D,Canon EF 85mm f/1.8 USM,"f/2.2, 1/160s, ISO200",20521.0,186.0,21.0,2.2,200,1/160s,6.25
1296,Cola_ZhangXiaoFeng,Model,分享决定性瞬间高颜值女神聚集地环球旅行摄影我们都爱日系摄影分享神仙颜值日系集极简主义摄影极简主义，少即是多摄影机位探索带我看看，你的城市时尚模型肖像服装女孩女人人像纪实街拍模特,Canon EOS 5D Mark IV,Canon EF 24-105mm f/4L IS II USM,"f/4.0, 1/125s, ISO1250",15042.0,210.0,2.0,4.0,1250,1/125s,8.0
1297,不是山谷317,,对短发姑娘没有任何抵抗力！一个风光摄影圈时尚杂志摄影圈子高颜值女神聚集地人像写真精选写真人像摄影分享神仙颜值人像爱好者胶片集面纱私房新娘艺术服装表演,Canon EOS 6D,Canon EF 24-70mm f/2.8L USM,"f/5.0, 1/125s, ISO125",1016.0,20.0,2.0,5.0,125,1/125s,8.0
1300,_猫八涵_,Naughty🍋女孩,儿童摄影集人像新潮肖像时尚在室内现代的年轻色彩,Canon EOS 5D Mark IV,Canon EF 50mm f/1.4 USM,"f/6.3, 1/160s, ISO125",701.0,16.0,1.0,6.3,125,1/160s,6.25
1303,手抖得不要不要的,HG新安洲原石遮盖分色淡阴影喷涂,静物美学GUNPLA高达摄影高达模型动漫手工玩具,Canon EOS 600D,Canon EF-S 18-55mm f/3.5-5.6 IS II,"f/5.6, 1/30s, ISO200",1003.0,23.0,5.0,5.6,200,1/30s,33.333333333333336
1304,旅拍摄影师kingwang,近期skybook比较火，打卡的同时拍摄了一组人像。,人像旅行写真城市,,,"f/1.8, 1/400s, ISO1600",1149.0,23.0,1.0,1.8,1600,1/400s,2.5
1307,青衣映画摄影美学,,拍女友才是正经事时尚人像魅力性感的,Nikon D610,AF Nikkor 50mm f/1.8D,"f/5.0, 1/125s, ISO320",1262.0,22.0,2.0,5.0,320,1/125s,8.0
1310,摄影师jason哥,摄影师——jason 哥模    特——曾双器    材——5d3镜    头——85 1.2\70-200,人像写真精选人像美女写真小清新可爱日系女孩私房时尚街道连衣裙街拍,Canon EOS 5D Mark III,Canon EF 85mm f/1.8 USM,"f/2.0, 1/80s, ISO320",1365.0,23.0,2.0,2.0,320,1/80s,12.5
1311,摄影师丶大山,清凉一下,人像小清新写真,Nikon D850,AF-S Zoom-Nikkor 24-70mm f/2.8G ED,"f/2.8, 1/125s, ISO160",5281.0,178.0,1.0,2.8,160,1/125s,8.0
1312,Jyun181,温暖在不远之日 你也如约而至~,极致风光摄影风光摄影圈中国地理摄影一个风光摄影圈日出日落奇迹时间连衣裙时尚舒适的天气草坪女孩人像,Nikon D850,AF-S Nikkor 70-200mm f/2.8G ED VR II,"f/2.8, 1/1600s, ISO100",1422.0,29.0,9.0,2.8,100,1/1600s,0.625
1314,奶茶爱拍照,日系小清新,人像写真精选写真人像摄影有温度的人像暖色调人像初夏将至夏季少女人像可爱放松,Canon EOS 7D,Canon EF-S 18-135mm f/3.5-5.6 IS STM,"f/5.0, 1/60s, ISO400",1392.0,23.0,2.0,5.0,400,1/60s,16.666666666666668
1315,拾一-摄影,"雏菊花语：
深藏在心底的爱……",团子摄影大家族有温度的人像人像写真精选生活小确幸我要上开屏拍女友才是正经事我们都爱日系摄影对短发姑娘没有任何抵抗力！高颜值女神聚集地人像年轻女孩在室内时尚性感的肖像女人胶片私房雏菊裙子抓拍色彩,,Canon EF 50mm f/1.8 STM,"f/2.2, 1/250s, ISO200",3231.0,35.0,5.0,2.2,200,1/250s,4.0
1318,摄影师Dee,,人像写真精选高颜值女神聚集地有温度的人像写真人像摄影时尚魅力肖像人像,Canon EOS 5D Mark IV,Canon EF 70-200mm f/2.8L IS II USM,"f/6.3, 1/100s, ISO100",1077.0,24.0,2.0,6.3,100,1/100s,10.0
1323,盖娜,,人像写真精选高颜值女神聚集地有温度的人像时尚,,,"f/2.2, 1/60s, ISO200",1158.0,24.0,2.0,2.2,200,1/60s,16.666666666666668
1325,kyin柒吖,孤独患者,分享神仙颜值拍女友才是正经事优雅男性人像时尚现代的平面,Canon EOS 700D,Canon EF 50mm f/1.8 II,"f/2.8, 1/200s, ISO800",1060.0,22.0,1.0,2.8,800,1/200s,5.0
1326,肥猫小姐姐,,风光摄影圈美女,Canon EOS 6D,Canon EF 85mm f/1.8 USM,"f/1.8, 1/1250s, ISO200",1130.0,22.0,1.0,1.8,200,1/1250s,0.8
1329,摄影人AKUN,港风,人像写真精选人像在室内时尚性感的,Canon EOS 5D Mark III,Canon EF 50mm f/1.2L USM,"f/4.0, 1/125s, ISO100",1160.0,22.0,2.0,4.0,100,1/125s,8.0
1335,顾小冬-,"夏日午后的那只蝴蝶飞走了
只留下了永不凋零的玫瑰花和风平浪静的人生",2020新影像大赛人像写真2020新影像大赛——你好生活日系约拍长沙人像写真我们都是城市探险家约拍长沙分享神仙颜值人像写真馆AB摄影面授班我们都爱黑白摄影我们都爱日系摄影,,Canon EF 50mm f/1.8 STM,"f/2.5, 1/125s, ISO500",2331.0,70.0,0.0,2.5,500,1/125s,8.0
1344,Small_P,"再热的夏天
亦不过盛夏白瓷梅子汤，碎冰碰壁铛啷响。",高颜值女神聚集地写真人像摄影我们都爱日系摄影分享神仙颜值人像写真精选暖色调人像人像爱好者人像摄影集我爱人像摄影糖水人像小组深圳深业上城小姐姐时尚年轻漂亮的休闲的,Canon EOS RP,,"f/4.0, 1/125s, ISO250",1295.0,28.0,1.0,4.0,250,1/125s,8.0
1350,AM_Filmmaker,​​​​本人现已不从事摄影行业，纯创作，坐标深圳，以人像为主（目前在尝试创作视频录制，就是微电影的感觉），欢迎妹子帅哥约我（各种风格都想尝试，欢迎有趣有想法同样想创作的人），互免哦~另外有其他摄影需求的（任何需求都可以！）可以咨询我看看能不能拍，我想尝试挑战拍所有题材（产品景物风景儿童都可尝试，一样免费，但效果未知哈哈），欢迎私信哦！,人像旅行街拍摄影写真深圳约拍约拍儿童摄影深圳人像写真,Nikon D810,AF-S Zoom-Nikkor 24-70mm f/2.8G ED,"f/2.8, 1/1000s, ISO64",1158.0,25.0,1.0,2.8,64,1/1000s,1.0
1353,ʚDorisɞ804,"「想見你」 
———in 台湾
.
.
.

model：Doris
后期：Doris",2020适马睛典风光城市肖像人旗袍少女气质古典台湾台北睛典人像组城市的女孩人像色彩旅行街道胶片街拍,Nikon D750,AF-S Nikkor 50mm f/1.4G,"f/1.8, 1/500s, ISO100",1378.0,27.0,3.0,1.8,100,1/500s,2.0
1354,星野沐月,,人像写真,Canon EOS 750D,Canon EF 50mm f/1.8 STM,"f/2.5, 1/800s, ISO6400",1070.0,21.0,1.0,2.5,6400,1/800s,1.25
1359,文刀木雨,温柔是昏昏欲睡的诉求,初夏将至2020新影像大赛大学生plog挑战赛摄影颜值少女2020新影像大赛——众生相人像色彩女孩日系抓拍,Canon EOS 6D,Canon EF 24mm f/1.4L II USM,"f/2.0, 1/60s, ISO1000",984.0,25.0,1.0,2.0,1000,1/60s,16.666666666666668
1360,Stevon_SeyMour,泛金的草木与驶向新宿的电车，日常且美妙。,带我看看，你的城市一起去拍城市天际线日本风光日系日系小清新晨曦铁道电车春日,SONY ILCE-7RM3,FE 24-70mm F2.8 GM,"f/5.6, 1/15s, ISO125",1312.0,25.0,2.0,5.6,125,1/15s,66.66666666666667
1365,晓影摄,摄影&amp;后期：平姐,城市人像女孩连衣裙写真公园清纯,Canon EOS 5D Mark IV,Canon EF 70-200mm f/2.8L IS II USM,"f/3.5, 1/100s, ISO100",997.0,23.0,1.0,3.5,100,1/100s,10.0
1372,魏Ve,"“何谓春风？”

“繁花，绿茵，冻水初融。”

“可否具体？”

“桃眼，笑涡，春心洋溢。”",汉服芜湖少女清新,Canon EOS 6D Mark II,Canon EF 50mm f/1.4 USM,"f/7.1, 1/250s, ISO100",1140.0,22.0,2.0,7.1,100,1/250s,4.0
1376,孙宁杰,,人像写真精选镜肖像人像女孩色彩抓拍写真,SONY ILCE-7M2,FE 28-70mm F3.5-5.6 OSS,"f/5.6, 1/400s, ISO400",1245.0,24.0,2.0,5.6,400,1/400s,2.5
1380,小咖瞬间,小区里有一个穿古装的小姐姐，拍了一张,色彩人像纪实抓拍家人居环境青春汉服古装美女,Canon EOS 5D Mark III,Canon EF 70-200mm f/2.8L IS II USM,"f/2.8, 1/200s, ISO100",1156.0,21.0,1.0,2.8,100,1/200s,5.0
1384,U纸飞机__,🌹爱情与玫瑰,有温度的人像时尚魅力婚礼爱情人像,Canon EOS RP,,"f/5.6, 1/80s, ISO800",1175.0,23.0,5.0,5.6,800,1/80s,12.5
1386,简映像定制摄影馆,花与母亲母亲节，送给母亲的写真。岁月的痕迹，让妈妈更美了。,人像写真精选有温度的人像复古写真,Nikon D810,AF Zoom-Nikkor 80-200mm f/2.8D ED,"f/5.6, 1/160s, ISO100",930.0,21.0,1.0,5.6,100,1/160s,6.25
1387,哔哔哔315,美好的笑容,人像建筑城市日系阳光美少女少女胶片抓拍色彩黑白清新,FUJIFILM X-T20,XF35mmF2 R WR,"f/2.2, 1/250s, ISO250",1184.0,28.0,2.0,2.2,250,1/250s,4.0
1394,肥猫小姐姐,,风光摄影圈美女,Canon EOS 6D,Canon EF 85mm f/1.8 USM,"f/1.8, 1/1000s, ISO200",1104.0,23.0,1.0,1.8,200,1/1000s,1.0
1396,照相的张先森,,时尚幸福吸引人的,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/14.0, 1/125s, ISO100",1241.0,24.0,1.0,14.0,100,1/125s,8.0
1400,Sevenhead6868,PUNK，是兴起于1970年代的一种反摇滚的音乐力量。 PUNK在中国大陆译作“朋克”；在台湾译作“庞克”，香港则叫作“崩”。,时尚,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/11.0, 1/125s, ISO100",1307.0,24.0,3.0,11.0,100,1/125s,8.0
1401,段懿,夏天的味道#1,比基尼泳装性感的人像漂亮的旅行肖像泳池美女分享神仙颜值,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/8.0, 1/320s, ISO100",1612.0,30.0,4.0,8.0,100,1/320s,3.125
1417,Stevon_SeyMour,打开天气预报，接下来都是连续不断的雨天。初夏宝贵的阳光让我珍惜。Pray for the sunshine... In early summer...,初夏将至日系日系小清新风光日本阳光初夏索尼器材党带我看看，你的城市一起去拍城市天际线,SONY ILCE-7RM3,FE 24-70mm F2.8 GM,"f/3.5, 1/6s, ISO100",1039.0,22.0,2.0,3.5,100,1/6s,166.66666666666666
1419,对天焦,继续发cos，今天贞德,人像写真精选写真人像摄影公园cos人像FATE二次元,FUJIFILM X-T10,XF35mmF1.4 R,"f/1.4, 1/400s, ISO200",1225.0,21.0,2.0,1.4,200,1/400s,2.5
1427,手抖得不要不要的,RG海盗X1，遮盖分色喷涂,GUNPLA高达摄影高达模型手工动漫玩具,Canon EOS 600D,Canon EF-S 18-55mm f/3.5-5.6 IS II,"f/5.6, 1/15s, ISO200",934.0,23.0,2.0,5.6,200,1/15s,66.66666666666667
1430,难得十年,"🎐
       
   
   
收集夏天遗落的线索",我们都爱日系摄影分享神仙颜值高颜值女神聚集地暖色调人像人像爱好者人像写真精选人像窗户人日光写真制服JKJK制服日系仿胶片噪点颗粒暖色调,Canon EOS 200D,Canon EF 50mm f/1.8 STM,"f/1.8, 1/125s, ISO100",1189.0,22.0,3.0,1.8,100,1/125s,8.0
1436,Xinsi-,小雏菊🌼,人像不给脸！衬衫服装休闲的时尚格子花呢,Apple iPhone X,,"f/2.2, 1/1517s, ISO20",1458.0,23.0,8.0,2.2,20,1/1517s,0.6591957811470006
1437,新锐摄影师羽东,一张作品的好与坏，取决于你的光线好与坏 -羽东,分享神仙颜值时尚杂志摄影圈子人像写真精选写真人像摄影高颜值女神聚集地杂志封面美女人像模特摄影师摄影教学,Canon EOS 5D Mark II,Canon EF 24-70mm f/2.8L USM,"f/5.0, 1/100s, ISO1250",927.0,22.0,6.0,5.0,1250,1/100s,10.0
1438,小短腿又胖了,,质感·T4滤镜新娘面纱美丽年轻时尚连衣裙,Apple iPhone 8 Plus,,"f/2.8, 1/33s, ISO1250",1087.0,21.0,2.0,2.8,1250,1/33s,30.303030303030305
1439,秀阁_王帅,每日一拍,时尚城市的拍摄,Canon EOS 5D Mark IV,Canon EF 24-70mm f/2.8L II USM,"f/2.8, 1/800s, ISO100",945.0,22.0,1.0,2.8,100,1/800s,1.25
1441,思成影像,世界杯（WPC）摄影大赛参赛作品,暖色调人像有温度的人像写真人像摄影婚礼与写真极简主义，少即是多我要上开屏人像合成ps艺术婚纱摄影大片美女气质写真丽江佳能纪实色彩,Canon EOS 5D Mark III,Canon EF 24-70mm f/2.8L II USM,"f/4.0, 1/60s, ISO400",957.0,21.0,4.0,4.0,400,1/60s,16.666666666666668
1455,圆滚滚184,,爬楼联盟圈子存储花胶片风色彩街拍,Canon EOS M50,,"f/5.0, 1/125s, ISO100",1107.0,22.0,2.0,5.0,100,1/125s,8.0
1459,饭泽耕太郎,"这是摄影评论家饭泽耕太郎担任主编的摄影杂志deja-vu的第8期。

是以1983年36岁夭折的牛肠茂雄为对象的特辑。由至今为止发行的写真集，对牛肠茂雄师傅大辻清司(1921-2001)的采访、给姐姐的信等内容组成，富有资料性的一本书。",饭泽耕太郎日本评论家写真日本写真私写真私摄影胶片黑白,Canon EOS Kiss X7,Canon EF-S 18-55mm f/3.5-5.6 IS STM,"f/3.5, 1/100s, ISO800",1251.0,23.0,1.0,3.5,800,1/100s,10.0
1468,zm浅,把生活过得像漫画世界一样单纯美好,风光摄影圈这张天空必须要分享蓝天天空色彩随拍动漫,Apple iPhone 8 Plus,iPhone 8 Plus back dual camera 3.99mm f/1.8,"f/1.8, 1/2288s, ISO20",1014.0,23.0,2.0,1.8,20,1/2288s,0.4370629370629371
1472,小妖大仁,,人像写真情绪女孩,Canon EOS 6D,Canon EF 50mm f/1.8 STM,"f/5.6, 1/200s, ISO200",980.0,21.0,1.0,5.6,200,1/200s,5.0
